Fist Last Nickname HT WT Reach Stance W L D Belt
Mike Swick Quick 73 170  77.0 Orthodox 15 6 0 NA
Floyd Sword NA 72 185  NA Orthodox 12 3 0 NA
Bentley Syler Dr._Bolivia 64 125  68.0 Orthodox 5 1 0 NA
Leo Sylvest Lethal 71 205  NA Orthodox 10 26 0 NA
Tony Sylvester NA 73 225  NA Southpaw 11 3 0 NA
Tim Sylvia The_Maine-iac 80 265  80.0 Orthodox 30 7 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Osamu Tachihikari NA 77 300  NA Orthodox 0 4 0 NA
Amber Tackett NA NA 115  NA NA 1 2 0 NA
Eugenio Tadeu NA 68 160  NA Orthodox 2 3 0 NA
Joe Taimanglo The_Juggernaut 64 135  NA NA 21 6 1 NA
Mairbek Taisumov Beckan 69 155  73.0 Orthodox 25 5 0 NA
Nobuhiko Takada NA 72 220  NA Southpaw 2 6 2 NA
Yoshiki Takahashi Kazuo 71 199  NA Southpaw 29 25 3 NA
Yoko Takahashi NA 68 150  NA NA 15 12 2 NA
Daiju Takase NA 72 170  NA Southpaw 9 13 2 NA
Hiroyuki Takaya Streetfight_Bancho 66 139  NA Orthodox 16 10 1 NA
Yoshihiro Takayama NA 77 280  NA Orthodox 0 4 0 NA
Makoto Takimoto NA 67 205  NA Southpaw 6 5 0 NA
Oleg Taktarov The_Russian_Bear 72 210  NA Orthodox 17 5 2 NA
Nordine Taleb NA 73 170  74.0 Orthodox 12 3 0 NA
Tsuyoshi Tamakairiki NA 72 220  NA Orthodox 0 3 0 NA
Eli Tamez Tomahawk 67 135  NA NA 9 0 0 NA
Kiyoshi Tamura NA 71 185  NA Southpaw 32 13 3 NA
Akitoshi Tamura The_Ironman 69 135  70.0 Orthodox 16 11 2 NA
Issei Tamura NA 65 135  63.0 Orthodox 7 4 0 NA
Jason Tan NA 70 170  NA Orthodox 5 3 0 NA
Akihito Tanaka Kinniku_Mantaro NA NA NA Southpaw 2 2 0 NA
Michinori Tanaka NA 65 135  67.0 Orthodox 11 2 0 NA
Evan Tanner NA 72 185  74.0 Orthodox 32 8 0 NA
Manny Tapia The_Mangler 65 135  67.0 Orthodox 11 4 1 NA
Gary Tapusoa NA 67 185  NA NA 6 2 0 NA
Miesha Tate Cupcake 66 135  65.0 Orthodox 18 7 0 NA
Deividas Taurosevicius NA 69 145  68.0 Southpaw 13 5 0 NA
Thiago Tavares NA 67 145  68.0 Orthodox 24 7 1 NA
Jeremy Tavares NA NA 135  NA NA 0 5 0 NA
Brad Tavares NA 73 185  74.0 Orthodox 14 5 0 NA
Paul Taylor Relentless 72 155  72.0 Orthodox 11 6 1 NA
Jesse Taylor JT_Money 73 185  NA Orthodox 20 7 0 NA
Torrance Taylor NA 67 155  NA NA 10 7 1 NA
Louis Taylor BeastMode 71 185  74.0 Orthodox 11 3 0 NA
Anthony Taylor Pretty_Boy 67 145  NA NA 0 1 0 NA
Danielle Taylor Dynamite 60 115  60.0 Orthodox 8 2 0 NA
James Te Huna NA 74 185  75.0 Orthodox 18 9 0 NA
Glover Teixeira NA 74 205  76.0 Orthodox 25 5 0 NA
John Teixeira Macapa 67 145  NA Orthodox 14 1 1 NA
Ewerton Teixeira NA 73 242  NA NA 3 1 0 NA
Tra Telligman Trauma 74 233  NA Orthodox 7 5 1 NA
Herman Terrado NA NA 170  NA NA 8 2 0 NA
Dave Terrel The_Bionic 68 170  NA Southpaw 7 6 0 NA
David Terrell The_Soul_Assassin 73 185  NA Southpaw 6 2 0 NA
James Terry Intensity 70 170  NA Orthodox 16 8 0 NA
David Teymur NA 69 155  73.0 NA 5 1 0 NA
Motonobu Tezuka NA 67 135  66.0 Southpaw 19 6 4 NA
Jason Thacker NA 70 185  NA Orthodox 0 1 0 NA
Brandon Thatch Rukus 74 170  74.0 Switch 11 4 0 NA
Elias Theodorou The_Spartan 73 185  75.0 NA 13 1 0 NA
Nik Theotikos NA NA 185  NA Orthodox 6 2 0 NA
Paulo Thiago NA 71 170  73.0 Orthodox 15 8 0 NA
Din Thomas Dinyero 69 155  NA Orthodox 25 8 0 NA
Ryan Thomas The_Tank_Engine 72 170  NA Orthodox 12 7 0 NA
Noah Thomas NA 69 135  NA Orthodox 14 7 0 NA
Treston Thomison NA 68 145  NA NA 8 4 0 NA
Nick Thompson The_Goat 73 170  74.0 Orthodox 38 14 1 NA
James Thompson The_Colossus 77 265  NA Orthodox 16 14 0 NA
Oli Thompson NA 73 242  75.0 Orthodox 9 4 0 NA
Stephen Thompson Wonderboy 72 170  75.0 Orthodox 13 1 1 NA
Josh Thomson The_Punk 70 155  71.0 Orthodox 21 8 0 NA
Simeon Thoresen The_Grin 73 170  79.0 Orthodox 17 4 1 NA
Josh Thornburg NA 72 170  NA NA 7 5 0 NA
Gleison Tibau NA 70 155  71.0 Southpaw 40 12 0 NA
Chris Tickle BadBoy 69 155  NA NA 7 5 0 NA
Nolan Ticman NA 66 125  69.0 Orthodox 4 3 0 NA
Darren Till NA 72 170  74.0 Southpaw 13 0 1 NA
Brett Tillis NA NA 145  NA NA 0 0 0 NA
Ryan Tobar NA NA 155  NA NA 3 2 0 NA
Andrew Todhunter The_Sniper 72 170  72.0 Switch 7 0 0 NA
Hideo Tokoro NA 67 135  NA Orthodox 30 25 1 NA
Kazuki Tokudome NA 71 155  73.0 Southpaw 12 6 1 NA
Tyler Toner NA 68 145  70.0 Orthodox 12 3 0 NA
James Toney Lights_Out 69 220  NA Orthodox 0 1 0 NA
Masanori Tonooka NA 68 185  NA Orthodox 1 2 0 NA
Carl Toomey NA NA NA NA NA 3 3 0 NA
Anthony Torres The_Crush 68 170  NA Orthodox 5 2 0 NA
Miguel Torres NA 69 135  76.0 Orthodox 39 5 0 NA
Ronys Torres NA 67 155  NA Orthodox 22 4 0 NA
Haven Torres NA NA 125  NA NA 0 0 0 NA
Tecia Torres The_Tiny_Tornado 61 115  60.0 NA 7 1 0 NA
Alex Torres Rolo 70 145  70.0 Orthodox 2 2 0 NA
Abram Torres NA 70 170  NA NA 3 3 0 NA
Minoru Toyonaga NA 71 195  NA Southpaw 2 5 0 NA
Roberto Traven Spider 75 227  NA Orthodox 6 4 1 NA
Bryan Travers NA NA 155  NA NA 14 3 0 NA
Alexander Trevino NA NA 170  NA NA 5 2 0 NA
Francisco Trevino Sitkayan 69 155  70.0 Orthodox 12 2 0 NA
Frank Trigg Twinkle_Toes 69 170  71.0 Southpaw 21 9 0 NA
Francisco Trinaldo Massaranduba 69 155  70.0 Southpaw 21 4 0 NA
Damien Trites The_Omen 71 165  NA NA 7 6 0 NA
Tor Troeng The_Hammer 74 185  77.0 Orthodox 16 7 1 NA
Aaron Trujillo NA 65 125  NA NA 0 1 0 NA
Reynaldo Trujillo The_Truth 69 155  NA NA 8 7 0 NA
Abel Trujillo Killa 68 155  70.0 Orthodox 15 6 0 NA
Chris Tuchscherer The_Crowbar 74 258  76.0 Orthodox 21 4 0 NA
Jon Tuck Super_Saiyan 71 155  73.0 Orthodox 9 4 0 NA
Jumabieke Tuerxun Leopard 67 135  67.0 Orthodox 17 3 0 NA
Tom Tuggle The_Law 74 250  NA Orthodox 0 3 0 NA
Blair Tugman NA 72 135  NA NA 7 6 0 NA
Zubaira Tukhugov Warrior 68 145  68.0 Orthodox 18 4 0 NA
Teila Tuli NA 72 430  NA Orthodox 0 1 0 NA
Albert Tumenov Einstein 71 170  73.0 Orthodox 17 4 0 NA
Courtney Turner NA 74 170  NA NA 0 3 0 NA
Marcin Tybura Tybur 75 249  78.0 Orthodox 14 2 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Alberto Uda NA 75 185  77.0 Orthodox 9 2 0 NA
Ryuki Ueyama NA 71 180  NA Southpaw 11 13 5 NA
Christian Uflacker NA 71 170  NA NA 3 0 0 NA
Andy Uhrich NA 72 170  NA NA 6 3 0 NA
Gasan Umalatov Cobra 71 170  71.0 Orthodox 15 5 1 NA
Jeremy Umphries NA NA 160  NA NA 5 2 0 NA
Zach Underwood NA 74 185  NA NA 8 4 0 NA
Caol Uno Uno_Shoten 67 155  70.0 Southpaw 26 15 5 NA
Kengo Ura Uraken 69 165  NA NA 10 8 0 NA
Hector Urbina El_Toro 71 170  73.0 Orthodox 25 10 1 NA
Yasuhiro Urushitani NA 65 125  NA Southpaw 19 6 6 NA
Kamaru Usman The_Nigerian_Nightmare 72 170  76.0 NA 9 1 0 NA
Darren Uyenoyama BC 66 125  64.0 Orthodox 8 5 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Richie Vaculik Vas 66 125  69.0 Orthodox 10 5 0 NA
Egidijus Valavicius NA 72 200  NA Orthodox 20 9 0 NA
Charlie Valencia NA 63 135  64.0 Orthodox 12 7 0 NA
Victor Valenzuela Joe_Boxer 70 155  NA NA 11 6 2 NA
Victor Valimaki The_Matrix 72 205  NA Orthodox 16 8 0 NA
Andrew Valladerez NA NA 135  NA NA 2 4 0 NA
Isaac Vallie-Flagg NA 68 155  68.0 Orthodox 14 6 1 NA
Mike van Arsdale NA 74 205  NA Switch 8 5 0 NA
Matt Van Buren Gutter 77 205  76.0 NA 7 4 0 NA
Ron van Clief The_Black_Dragon 70 190  NA Orthodox 0 1 0 NA
Lloyd Van Dams NA 73 240  NA Southpaw 0 1 0 NA
Chad Vance NA 72 185  NA Orthodox 6 5 0 NA
Lando Vannata Groovy 69 155  71.0 Orthodox 9 1 0 NA
Paige VanZant 12_Gauge 64 115  65.0 Orthodox 7 3 0 NA
Paul Varelans The_Polar_Bear 80 300  NA Orthodox 9 9 0 NA
Jamie Varner NA 68 155  72.0 Orthodox 21 11 1 NA
Guilherme Vasconcelos Bomba 72 185  74.0 Orthodox 3 2 0 NA
Linton Vassell The_Swarm 76 205  NA NA 16 5 0 NA
Billy Vaughan NA 66 155  NA NA 11 9 0 NA
Yuri Vaulin NA 76 197  NA Southpaw 0 1 0 NA
Javier Vazquez Showtime 67 145  69.0 Southpaw 16 5 0 NA
Matt Veach NA 71 155  NA Orthodox 15 4 0 NA
Joe Vedepo The_Doctor 72 185  NA Orthodox 11 5 0 NA
Cain Velasquez NA 73 240  77.0 Orthodox 14 2 0 NA
David Velasquez Little 65 145  NA Orthodox 10 9 0 NA
Bojan Velickovic Serbian_Steel 72 170  76.0 Southpaw 14 4 1 NA
Karlos Vemola NA 72 185  75.0 Orthodox 10 4 0 NA
Jerrel Venetiaan NA 73 195  NA Orthodox 4 3 0 NA
Scott Ventimiglia Meant_to_Kill_Ya 71 185  NA NA 14 6 1 NA
Brandon Vera The_Truth 75 230  76.0 Orthodox 12 7 0 NA
Kerry Vera NA 67 135  NA Orthodox 2 0 0 NA
Marlon Vera Chito 68 145  70.0 NA 8 3 1 NA
Ernie Verdicia NA 71 199  NA Orthodox 0 1 0 NA
Joe Veres NA 67 155  NA Orthodox 4 3 0 NA
Renato Verissimo Charuto 73 170  NA Orthodox 7 5 0 NA
Bryan Vetell NA 75 265  NA Southpaw 4 3 0 NA
Marvin Vettori NA 72 185  74.0 Southpaw 11 2 0 NA
Hugo Viana Wolverine 66 135  67.0 Orthodox 8 4 0 NA
Guilherme Viana NA 76 205  NA NA 7 2 0 NA
Vitor Vianna NA NA 205  NA Orthodox 12 1 1 NA
James Vick The_Texecutioner 75 155  76.0 Orthodox 9 1 0 NA
Milton Vieira Miltinho 72 145  72.0 Orthodox 13 8 2 NA
Reginaldo Vieira NA 67 135  65.0 NA 14 4 0 NA
Ketlen Vieira Fenomeno 68 135  NA Orthodox 7 0 0 NA
Steve Vigneault Lionheart 70 185  NA Orthodox 12 6 0 NA
Alejandro Villalobos NA 67 145  NA NA 17 4 0 NA
DeMarco Villalona NA 69 185  NA NA 1 2 0 NA
Gian Villante NA 75 205  76.0 Orthodox 15 7 0 NA
Ruben Villareal Warpath 76 265  NA Orthodox 19 23 3 NA
Pablo Villaseca El_Gallo 67 155  NA NA 10 2 0 NA
Joey Villasenor Smokin'_Joe 72 185  NA Orthodox 28 9 0 NA
Danillo Villefort Indio 73 185  NA Orthodox 13 4 0 NA
Yuri Villefort NA 72 170  73.0 Orthodox 6 3 0 NA
Marcos Vinicius Vina 69 125  70.0 Orthodox 20 6 1 NA
Brandon Visher The_Viper 66 135  68.0 Orthodox 13 3 0 NA
Falaniko Vitale Niko 70 185  NA Orthodox 29 10 0 NA
Bobby Voelker Vicious 72 170  75.0 Orthodox 24 12 0 NA
Alexander Volkanovski The_Great 66 155  71.0 Orthodox 14 1 0 NA
Jacob Volkmann Christmas 69 155  71.0 Southpaw 15 4 0 NA
Alexander Volkov Drago 79 250  80.0 Orthodox 27 6 0 NA
Jason Von Flue Live_Wire 72 170  NA Orthodox 14 12 1 NA
Milco Voorn NA NA 220  NA Orthodox 20 10 1 NA
Mark Vorgeas NA 70 135  NA NA 5 3 1 NA
Igor Vovchanchyn Ice_Cold 68 205  NA Orthodox 55 10 1 NA
NA NA NA NA NA NA NA NA NA NA NA
James Wade NA 70 205  NA NA 4 10 0 NA
Chris Wade NA 70 155  70.0 Orthodox 11 3 0 NA
Neil Wain Old_School 70 242  NA Orthodox 10 3 0 NA
TJ Waldburger The_Modern_Day_Warrior 71 170  75.0 Orthodox 16 9 0 NA
Andre Walker NA 71 205  NA Southpaw 1 5 0 NA
Herschel Walker NA 73 215  NA Orthodox 2 0 0 NA
Donny Walker Eagle_Eye 69 135  NA NA 15 8 0 NA
Ben Wall Manimal 70 155  73.0 Orthodox 7 2 1 NA
Crafton Wallace Blaze 72 185  NA Orthodox 18 6 1 NA
Rodney Wallace Shonuff_the_Master 69 205  72.0 Switch 11 4 0 NA
Jeremy Wallace NA 69 NA NA NA 4 5 0 NA
Jimmy Wallhead Judo 70 170  73.0 Orthodox 29 10 0 NA
Cory Walmsley Hardcore 72 205  NA Orthodox 8 2 0 NA
Richard Walsh Filthy_Rich 72 170  73.0 NA 9 6 0 NA
Patrick Walsh The_Beast_of_the_East 71 185  71.0 NA 5 3 0 NA
Erick Wanderlei NA 73 205  NA Orthodox 3 3 0 NA
Dimitiri Wanderley NA NA 205  NA Orthodox 5 2 0 NA
Andy Wang NA 66 155  NA Orthodox 7 8 1 NA
Sai Wang The_Fire_Kylin 72 170  72.0 Southpaw 8 5 1 NA
An Ying Wang Smiley 72 170  NA Orthodox 2 2 0 NA
Curt Warburton NA 72 155  73.0 Orthodox 7 3 0 NA
Brennan Ward The_Irish_Bad_Boy 70 170  71.0 NA 12 3 0 NA
Charlie Ward Relentless 71 170  73.0 Orthodox 3 2 0 NA
Joe Warren NA 66 135  NA Orthodox 7 3 0 NA
Brian Warren Mr._Unbreakable 72 185  NA Orthodox 15 15 1 NA
Merritt Warren NA 70 155  NA Southpaw 3 3 0 NA
Idris Wasi NA 72 186  NA NA 1 3 0 NA
Kengo Watanabe NA 76 220  NA Orthodox 8 13 3 NA
Kazuhisa Watanabe NA 66 139  NA NA 0 1 0 NA
Ron Waterman H20 74 280  NA Orthodox 16 6 2 NA
Andy Waters NA 72 170  NA NA 1 2 0 NA
Dominic Waters Sho_Nuff 73 170  79.0 Orthodox 9 5 0 NA
Michelle Waterson The_Karate_Hottie 63 115  62.0 Orthodox 14 4 0 NA
Sam Watford NA NA 155  NA NA 1 0 0 NA
Blake Watkins NA NA 185  NA NA 5 0 0 NA
Kyle Watson NA 72 155  NA NA 13 7 1 NA
Maka Watson NA NA 155  NA NA 4 2 0 NA
Walel Watson The_Gazelle 71 135  69.0 Orthodox 9 5 0 NA
Tom Watson Kong 73 185  73.0 Orthodox 17 9 0 NA
Enrique Watson NA NA 185  NA NA 2 0 0 NA
Jonavin Webb The_Spyder 70 170  71.0 Orthodox 8 2 0 NA
Stephanie Webber NA 66 135  NA NA 1 2 0 NA
Emil Meek Valhalla 71 170  74.0 Switch 9 2 1 NA
Royston Wee NA 67 135  67.0 Orthodox 4 1 0 NA
Daniel Weichel The_Weasel 70 145  70.0 NA 36 9 0 NA
Chris Weidman The_All-American 74 185  78.0 Orthodox 13 2 0 NA
Mark Weir The_Wizard 74 185  NA Southpaw 20 18 1 NA
Christian Wellisch The_Hungarian_Nightmare 74 234  77.0 Orthodox 8 5 0 NA
Fabricio Werdum Vai_Cavalo 76 231  77.0 Orthodox 21 6 1 NA
Mike Wessel Juggernaut 72 260  NA Orthodox 10 4 0 NA
Dustin West NA 71 170  NA NA 4 4 0 NA
Sheldon Westcott NA 73 170  71.0 Southpaw 10 3 1 NA
Aaron Wetherspoon Slam NA 170  NA NA 8 4 0 NA
Coty Wheeler Ox 66 135  67.0 Orthodox 14 4 0 NA
Vernon White Tiger 72 205  NA Southpaw 26 33 2 NA
Steve White NA 71 175  NA NA 1 4 0 NA
Alex White The_Spartan 72 145  71.0 Southpaw 11 2 0 NA
Rob Whiteford The_Hammer 69 145  69.0 Southpaw 12 4 0 NA
Mike Whitehead NA 73 205  NA Orthodox 27 7 0 NA
Garett Whiteley Goodnight 72 155  72.0 Orthodox 8 3 0 NA
Mitch Whitesel NA 69 185  NA NA 16 20 0 NA
Robert Whittaker The_Reaper 72 185  73.0 Orthodox 18 4 0 NA
Orlando Wiet The_Gladiator 70 170  NA Southpaw 1 5 0 NA
Jonathan Wiezorek NA 75 250  NA Southpaw 11 2 0 NA
Justin Wilcox Silverback 66 155  NA Orthodox 11 6 0 NA
Joe Wilk The_Nose 69 145  NA NA 12 8 0 NA
Aaron Wilkinson The_Daywalker 70 155  NA NA 7 5 0 NA
Mike Wilkinson The_Warrior 67 145  68.0 NA 9 2 0 NA
James Wilks Lightning 73 170  75.0 Orthodox 7 4 0 NA
Tedd Williams NA 73 275  NA Orthodox 7 1 0 NA
Pete Williams El_Duro 75 235  NA Orthodox 12 6 0 NA
Rubin Williams Mr._Hollywood 73 185  NA Orthodox 0 1 0 NA
Carter Williams The_Beast 73 265  NA Orthodox 4 4 0 NA
Patrick Williams The_Animal 68 135  73.0 Orthodox 8 4 0 NA
Karl Willis NA NA NA NA NA 0 4 0 NA
Chris Wilson The_Professor 73 170  75.0 Orthodox 16 8 0 NA
Greg Wilson NA NA 155  NA NA 2 2 0 NA
Jonathan Wilson Johnny_Bravo 74 205  75.0 Southpaw 7 2 0 NA
Sean Wilson P-Town 68 145  NA NA 34 26 0 NA
Matt Wiman NA 70 155  68.0 Orthodox 16 7 0 NA
Eddie Wineland NA 67 135  69.0 Orthodox 23 11 1 NA
Andre Winner NA 71 155  73.0 Orthodox 13 6 1 NA
Eric Wisely Little_Lee 68 145  NA Southpaw 19 8 0 NA
Keith Wisniewski The_Polish_Connection 72 170  75.0 Orthodox 28 13 1 NA
Travis Wiuff The_Diesel 75 205  NA Orthodox 64 14 0 NA
Ray Wizard NA NA NA NA NA 0 1 0 NA
Brandon Wolff NA 69 170  NA Orthodox 7 5 0 NA
Xue Do Won NA 67 165  NA NA 0 1 0 NA
Tyron Woodley The_Chosen_One 69 170  74.0 Orthodox 16 3 1 NA
Salvador Woods NA 71 170  NA NA 5 10 0 NA
Cal Worsham NA 71 230  NA Orthodox 11 10 0 NA
Hunter Worsham The_Future NA 185  NA NA 4 2 0 NA
Eric Wray NA 72 170  NA Orthodox 5 1 0 NA
Justin Wren The_Viking 74 265  NA Orthodox 11 2 0 NA
JW Wright NA NA 130  NA NA 1 0 0 NA
Chris Wright NA NA NA NA NA 5 1 1 NA
Marcin Wrzosek The_Polish_Zombie 69 155  NA NA 10 4 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Rubens Xavier Macula 75 220  NA Orthodox 5 3 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Jamie Yager The_Chosyn_1 73 185  NA Orthodox 5 2 0 NA
Eddie Yagin The_Filipino_Phenom 67 145  NA Orthodox 16 5 1 NA
Rani Yahya NA 66 135  67.0 Orthodox 23 8 0 NA
Alexander Yakovlev Thunder_of_the_North 75 170  74.0 Southpaw 23 8 1 NA
Keiichiro Yamamiya NA 71 185  NA Southpaw 40 27 10 NA
Kenichi Yamamoto NA 72 170  NA Orthodox 5 10 2 NA
Yoshihisa Yamamoto NA 74 220  NA Southpaw 14 24 1 NA
Atsushi Yamamoto NA 66 139  NA Orthodox 15 7 3 NA
Norifumi Yamamoto Kid 64 135  66.0 Southpaw 18 6 NA NA
Hiroko Yamanaka Cat's_Eye 71 135  NA NA 12 3 0 NA
Goiti Yamauchi NA 70 145  NA NA 19 2 0 NA
Takeshi Yamazaki NA 68 139  NA Southpaw 15 12 3 NA
Dongi Yang The_Ox 70 185  71.0 Southpaw 13 3 0 NA
Jianping Yang Tiger 67 145  65.0 Orthodox 7 4 1 NA
Masutatsu Yano NA 69 198  NA Orthodox 2 4 1 NA
Emmanuel Yarborough NA 80 770  NA Open Stance 1 2 0 NA
Cale Yarbrough NA 73 185  NA Orthodox 8 3 0 NA
Tadao Yasuda NA 76 310  NA Orthodox 2 4 0 NA
Yoshiaki Yatsu NA 73 165  NA Orthodox 0 2 0 NA
Chris Yee NA 69 185  NA NA 4 6 0 NA
Ashley Yoder Spider_Monkey 67 115  69.0 Southpaw 5 2 0 NA
Hirotaka Yokoi Kaibatsu-Kun 71 205  NA Orthodox 11 5 0 NA
Kazunori Yokota NA 68 154  NA Orthodox 14 5 3 NA
John Yoo NA NA 135  NA NA 0 1 0 NA
Dong Sik Yoon NA 72 185  NA Orthodox 5 7 0 NA
Yoshiyuki Yoshida Zenko 71 170  70.0 Southpaw 13 6 0 NA
Hidehiko Yoshida NA 71 225  NA Orthodox 9 8 1 NA
Kaitlin Young NA 69 135  NA Orthodox 5 5 1 NA
Artenus Young NA NA 205  NA NA 7 4 0 NA
Trenell Young Savant 66 145  NA Orthodox 9 8 0 NA
Jason Young Shotgun 69 145  73.0 Orthodox 8 7 0 NA
Besam Yousef NA 71 170  71.0 Orthodox 6 2 0 NA
Han Ten Yun NA 71 220  NA NA 0 1 0 NA
Rob Yundt Monster 73 185  NA Orthodox 9 4 0 NA
Gilbert Yvel The_Hurricane 74 225  77.0 Orthodox 36 16 1 NA
NA NA NA NA NA NA NA NA NA NA NA
Luke Zachrich NA 74 185  74.0 Orthodox 14 4 0 NA
Anton Zafir The_Professor 71 170  72.0 Orthodox 7 3 0 NA
Aiemann Zahabi NA 68 135  NA NA 6 0 0 NA
Elizeu Zaleski dos Santos Capoeira 71 170  73.0 Orthodox 16 5 0 NA
Roger Zapata Viva 71 170  74.0 Southpaw 4 3 0 NA
Marius Zaromskis The_Whitemare 69 170  NA Orthodox 15 7 0 NA
Joao Zeferino The_Brazilian_Samurai 71 170  73.0 Orthodox 13 6 0 NA
Craig Zellner Big_Z 74 205  NA Orthodox 4 3 0 NA
Roman Zentsov The_Russian_Hammer 73 230  NA Orthodox 18 13 0 NA
Carlos Zevallos NA 72 205  NA Orthodox 1 1 0 NA
Tiequan Zhang The_Wolf 68 155  70.0 Orthodox 18 4 0 NA
Zhang Lipeng The_Warrior 71 155  71.0 Southpaw 9 9 1 NA
Yao Zhikui The_Conqueror 65 125  64.0 Orthodox 2 5 0 NA
Mike Zichelle NA NA 205  NA NA 7 4 0 NA
James Zikic The_Messenger 74 205  NA Orthodox 20 8 2 NA
Errol Zimmerman The_Bonecrusher 75 185  NA Orthodox 0 1 0 NA
Cat Zingano Alpha 66 135  68.0 Southpaw 9 2 0 NA
Igor Zinoviev Houdini 73 199  NA Orthodox 4 1 2 NA
Dave Zitanick NA NA 170  NA NA 5 7 0 NA
Alex Zuniga NA NA 145  NA NA 4 3 0 NA
George Zuniga NA 69 185  NA NA 3 1 0 NA
Virgil Zwicker RezDog 74 205  74.0 NA 14 4 1 NA
